similes,components,literal_sentences,label1_q,label1_c,label1_i,label2_q,label2_c,label2_i,label3_q,label3_c,label3_i,BERTS_base,BERTS_large,BLEU1,BLEU2,BLEU3,BLEU4,rouge1,rouge2,rougeL,meteor,fluency,relevance_KB,relevance_COMET,consistency_emo,consistency_mnli
"The metaphysical assertion is Nature comes to us like a cookie cutter, but we apply science ( and, of course, prejudice ), as the cookie cutters, to create discrete categories of male and female.","[('Nature', 'a cookie cutter', 'comes')]","The metaphysical assertion is Nature comes to us , but we apply science ( and , of course , prejudice ) , as the cookie cutters , to create discrete categories of male and female .",1,3,3,1,2,3,1,4,2,0,0,1,0,0,0,1,0.5,0.5,1,1,0,0,0,0.1835232068331122
"The metaphysical assertion is Nature comes to us like nature, but we apply science ( and, of course, prejudice ), as the cookie cutters, to create discrete categories of male and female.","[('Nature', 'nature', 'comes')]","The metaphysical assertion is Nature comes to us , but we apply science ( and , of course , prejudice ) , as the cookie cutters , to create discrete categories of male and female .",1,1,1,1,2,2,1,2,2,0.5737682375892722,0.2869800251605751,0,0.0363348433816319,1,1,0,0.5,0.5,0.1664289725685379,0,0,0,1,0
"The metaphysical assertion is Nature comes to us like a child, but we apply science ( and, of course, prejudice ), as the cookie cutters, to create discrete categories of male and female.","[('Nature', 'a child', 'comes')]","The metaphysical assertion is Nature comes to us , but we apply science ( and , of course , prejudice ) , as the cookie cutters , to create discrete categories of male and female .",2,1,2,2,3,2,1,1,2,1,1,0.0357569149867377,1,0.7153673542346215,0.5979401666080907,0,0.5,0.5,0.0933243197726086,0.1888594178723457,1,1,0.8913137383995036,1
"The metaphysical assertion is Nature comes to us like a little child, but we apply science ( and, of course, prejudice ), as the cookie cutters, to create discrete categories of male and female.","[('Nature', 'a little child', 'comes')]","The metaphysical assertion is Nature comes to us , but we apply science ( and , of course , prejudice ) , as the cookie cutters , to create discrete categories of male and female .",2,1,3,2,3,3,1,1,3,0.607225422762574,0.4477170722390836,0.0471502545156949,0,0,0,0,0.5,0.5,0,0.2708660862811049,0,0,0.9873955227517214,0.2009910502098397
"the huge monster, its bowsprit like talons, hovered over the knave.","[('its bowsprit', 'talons', '-')]","the huge monster , its bowsprit , hovered over the knave .",3,4,1,4,3,2,3,4,2,0.8665355133389934,0.9780109397130547,0.8329327270311978,0.9086676404293752,0.8880795934461201,0.8512142251393671,0,0,0,0.2174589204908144,0.9454449092870052,0.5,0.5,0.4976264147274173,0.7969505515783883
"the huge monster, its bowsprit like talons and wings, hovered over the knave.","[('its bowsprit', 'talons and wings', '-')]","the huge monster , its bowsprit , hovered over the knave .",2,4,3,3,4,4,3,4,3,0.4111139512450437,1,0,0.5,0.5000000000000004,0.5,0,0,0,0.0530575027070141,1,0.5,0.5,0.7991139514067689,0.1932935826332701
"the huge monster, its bowsprit like talons, hovered over the knave and prow.","[('its bowsprit', 'talons', '-')]","the huge monster , its bowsprit , hovered over the knave .",3,4,1,3,3,2,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,1
"against the drab and ordinary background of gillian's room, he burned like fire.","[('he', 'fire', 'burned')]","against the drab and ordinary background of gillian 's room , he burned .",3,1,1,5,3,2,5,2,2,0,0.3299704869072395,0,0,0,0,0,0,0,0,0,1,1,0.8149679826979348,0.0223166726229982
"against the drab and ordinary background of gillian's room, he burned like a flame.","[('he', 'a flame', 'burned')]","against the drab and ordinary background of gillian 's room , he burned .",3,2,2,5,4,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,0.4068145006209026,0.4242424242424242,0,0.0077491873861915
"against the drab and ordinary background of gillian's room, he burned like a fire.","[('he', 'a fire', 'burned')]","against the drab and ordinary background of gillian 's room , he burned .",3,1,2,5,3,2,5,2,2,0.7471445558214753,0.902201135842534,1,1,1,1,1,1,1,1,0.6586519182254356,1,1,1,0.0129056687258555
"against the drab and ordinary background of gillian's room, he burned like a furnace.","[('he', 'a furnace', 'burned')]","against the drab and ordinary background of gillian 's room , he burned .",4,2,2,4,4,2,3,3,2,0.4532645101948812,0,1,1,1,1,1,1,1,1,0.6418033390402061,0.2647469963083421,0.3636363636363636,0.9827700267164242,0
A big round moon hung so low in the sky that it seemed to roll like a ball of fire right across the tops of the hillocks.,"[('A big round moon', 'a ball of fire', 'roll')]",A big round moon hung so low in the sky that it seemed to roll right across the tops of the hillocks .,3,1,4,3,4,4,4,4,4,1,1,0.5192307692307704,0.6890006539182217,0.6916554275644751,0.6961507776550329,1,1,1,0.3308733087330922,1,0.5,0.5,0.7140434928953635,0.5934621517681268
A big round moon hung so low in the sky that it seemed to roll like a ball right across the tops of the hillocks.,"[('A big round moon', 'a ball', 'roll')]",A big round moon hung so low in the sky that it seemed to roll right across the tops of the hillocks .,3,1,2,4,3,2,3,3,2,0.9078633346811176,0.8245670138581901,0.9902948975336984,1,1,1,1,1,1,1,0.8786496963465948,0.5,0.5,1,0.0495857174123753
A big round moon hung so low in the sky that it seemed to roll like a huge ball right across the tops of the hillocks.,"[('A big round moon', 'a huge ball', 'roll')]",A big round moon hung so low in the sky that it seemed to roll right across the tops of the hillocks .,4,1,3,5,3,3,3,4,4,0.6224100354039901,0.7417282575776102,1,0.99375094315128,0.9821507071415536,0.971710460476816,1,1,1,0.6641975308641968,0.7548956252467753,0.5,0.5,0.6809787002463108,0
A big round moon hung so low in the sky that it seemed to roll like a huge ball of fire right across the tops of the hillocks.,"[('A big round moon', 'a huge ball of fire', 'roll')]",A big round moon hung so low in the sky that it seemed to roll right across the tops of the hillocks .,3,1,5,3,4,5,4,5,5,0,0,0.0716180371352778,0.4060182424875225,0.4226783168449578,0.4417879935118468,1,1,1,0,0.9595563139657136,0.5,0.5,0,1
A big round moon hung so low in the sky that it seemed to roll like a ball of fire right across the tops of the hillock.,"[('A big round moon', 'a ball of fire', 'roll')]",A big round moon hung so low in the sky that it seemed to roll right across the tops of the hillocks .,3,1,4,3,4,4,4,4,4,0.4299291920198025,0.5535977306202607,0,0,0,0,0,0,0,0.3308733087330922,0,0.5,0.5,0.7140434928953635,0.5945908764030892
"stefan moved like a cat, every movement easy and precisely controlled.","[('stefan', 'a cat', 'moved')]","stefan moved , every movement easy and precisely controlled .",4,1,2,4,3,2,5,2,2,0,0,0.5088740063587939,0.3333333333333337,0.2500000000000002,0.2,1,1,1,0.4951876431094035,1,0,0,0,0.5882457497752034
"stefan moved like a dancer, every movement easy and precisely controlled.","[('stefan', 'a dancer', 'moved')]","stefan moved , every movement easy and precisely controlled .",4,1,2,5,3,2,4,2,2,0.3386231051593501,0.663729850362854,1,1,1,1,1,1,1,1,0.6808283038296368,1,1,0.9584971968872896,1
"stefan moved like lightning, every movement easy and precisely controlled.","[('stefan', 'lightning', 'moved')]","stefan moved , every movement easy and precisely controlled .",2,1,1,2,3,2,2,2,2,1,1,0,0.0110544478777853,0.0210854981614472,0.0222715718103592,0,0,0,0.0418772897543451,0,0,0,0.6071458455359384,0.0708545060398848
"'Hand forth your money and all your warrants,'he saith like a wise man ; 'gentlemen, have you now the wit to apprehend Tom Faggus? '","[(""your money and all your warrants,'he"", 'a wise man', 'saith')]","'Hand forth your money and all your warrants , ' he saith ; 'gentlemen , have you now the wit to apprehend Tom Faggus ? '",2,1,3,2,3,3,3,3,3,0.1581647598403119,1,1,1,1,0.9822719048377632,1,1,1,0.922094262786316,0.709056559592506,0.5,0.5,0,0.1286827160913643
"'Hand forth your money and all your warrants,'he saith like a cur ; 'gentlemen, have you now the wit to apprehend Tom Faggus? '","[(""your money and all your warrants,'he"", 'a cur', 'saith')]","'Hand forth your money and all your warrants , ' he saith ; 'gentlemen , have you now the wit to apprehend Tom Faggus ? '",2,3,2,3,4,2,2,4,2,1,0.958901407967622,0.9256169964886768,0.9600055108761252,0.9913336143845138,1,1,1,1,1,0.5506107931025174,0.5,0.5,1,0.9205611138298768
"'Hand forth your money and all your warrants,'he saith like an old man ; 'gentlemen, have you now the wit to apprehend Tom Faggus? '","[(""your money and all your warrants,'he"", 'an old man', 'saith')]","'Hand forth your money and all your warrants , ' he saith ; 'gentlemen , have you now the wit to apprehend Tom Faggus ? '",1,1,3,2,2,3,3,4,3,0,0.7535942332207188,0.0715221187608899,0.0382555982923965,0.0082330663347104,0.9822719048377632,0,0,0,0,1,0.5,0.5,0.3331085361084467,0
"Abby reached up, and the sky parted like a curtain as she drew her hand across.","[('the sky', 'a curtain', 'parted')]","Abby reached up , and the sky parted as she drew her hand across .",3,2,2,4,4,2,4,2,2,0.8558308522985316,1,1,1,1,1,0.5,0.5,0.5,1,1,1,1,0.9836335946863553,0
"Abby reached up, and the sky parted like a parting curtain as she drew her hand across.","[('the sky', 'a parting curtain', 'parted')]","Abby reached up , and the sky parted as she drew her hand across .",4,2,3,5,5,4,4,5,3,0,0.7579106922620673,0,0,0,0,0.5,0.5,0.5,0,0,0,0,1,0.0301561483409238
"Abby reached up, and the sky parted like a blue veil as she drew her hand across.","[('the sky', 'a blue veil', 'parted')]","Abby reached up , and the sky parted as she drew her hand across .",3,3,3,3,4,3,5,5,3,1,0,0,0,0,0,0.5,0.5,0.5,0,0.6051226755950135,0,0,0.3186573092281895,1
"Of Isabella Valancy Crawford, who flashed like a meteor across Canadian skies, and whose death in 1887 ( at the age of thirty, six ) was a signal loss to her adopted country, Mr. Garvin, at once her biographer and the editor of the complete edition of her poems, well says A great poet dwelt among us and we scarce knew her.","[('Isabella Valancy Crawford', 'a meteor', 'flashed')]","Of Isabella Valancy Crawford , who flashed across Canadian skies , and whose death in 1887 ( at the age of thirty , six ) was a signal loss to her adopted country , Mr. Garvin , at once her biographer and the editor of the complete edition of her poems , well says A great poet dwelt among us and we scarce knew her .",5,3,2,5,4,2,4,4,2,0.7118831283332613,0.6701596758126445,0.6666666666666666,0.6666666666666666,0.6666666666666677,0.6666666666666666,0.4999999999999981,0.4999999999999981,0,0.6666670485674833,0.1644705926279824,0.5,0.5,0.8202732412060302,0.9932744693511778
"Of Isabella Valancy Crawford, who flashed like a comet across Canadian skies, and whose death in 1887 ( at the age of thirty, six ) was a signal loss to her adopted country, Mr. Garvin, at once her biographer and the editor of the complete edition of her poems, well says A great poet dwelt among us and we scarce knew her.","[('Isabella Valancy Crawford', 'a comet', 'flashed')]","Of Isabella Valancy Crawford , who flashed across Canadian skies , and whose death in 1887 ( at the age of thirty , six ) was a signal loss to her adopted country , Mr. Garvin , at once her biographer and the editor of the complete edition of her poems , well says A great poet dwelt among us and we scarce knew her .",5,3,2,5,4,2,4,3,2,0.6851072465889696,0.7361528864473824,0.6666666666666666,0.6666666666666666,0.6666666666666677,0.6666666666666666,0.4999999999999981,0.4999999999999981,0,0.6666670485674833,0.3056188326975233,0.5,0.5,0,1
"Of Isabella Valancy Crawford, who flashed like an aurora across Canadian skies, and whose death in 1887 ( at the age of thirty, six ) was a signal loss to her adopted country, Mr. Garvin, at once her biographer and the editor of the complete edition of her poems, well says A great poet dwelt among us and we scarce knew her.","[('Isabella Valancy Crawford', 'an aurora', 'flashed')]","Of Isabella Valancy Crawford , who flashed across Canadian skies , and whose death in 1887 ( at the age of thirty , six ) was a signal loss to her adopted country , Mr. Garvin , at once her biographer and the editor of the complete edition of her poems , well says A great poet dwelt among us and we scarce knew her .",5,3,2,3,4,2,3,5,2,0.6840725424112267,0.5935133514512027,0.3333333333333333,0.3333333333333366,0.3333333333333355,0.3333333333333333,0,0,0,0.3333337228524173,0,0.5,0.5,0.6399968592964824,0.4839798750743816
"Of Isabella Valancy Crawford, who flashed like an aurora across Canadian skies, and whose death in 1887 ( at the age of thirty, six ) was a signal loss to her adopted country, Mr. Garvin, at once her biographer and the editor of the complete edition of her poems, well says A great poet dwelt among us and we scarce knew her ;","[('Isabella Valancy Crawford', 'an aurora', 'flashed')]","Of Isabella Valancy Crawford , who flashed across Canadian skies , and whose death in 1887 ( at the age of thirty , six ) was a signal loss to her adopted country , Mr. Garvin , at once her biographer and the editor of the complete edition of her poems , well says A great poet dwelt among us and we scarce knew her .",5,3,2,3,4,2,3,5,2,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.6399968592964824,0.3595789372414457
His quiff juts out from his high forehead like a girth.,"[('His quiff', 'a girth', 'juts')]",His quiff juts out from his high forehead .,2,4,2,3,3,2,2,4,2,0.5725775303198665,0.923563092489716,1,1,1,1,0.5,0.5,0.5,1,0,0.5,0.5,0,0.4604718173214692
His quiff juts out from his high forehead like a pair of horns.,"[('His quiff', 'a pair of horns', 'juts')]",His quiff juts out from his high forehead .,4,2,4,4,4,3,4,5,3,0,0.7034635195784908,0.4760142928707232,0.4499330189565134,0.4250448554118615,0.4009647616503393,0.5,0.5,0.5,0.3282442748091602,0.3664145913199116,0.5,0.5,0.9343924576317924,0.6150702386050618
"as suddenly as she 'd jumped up from the sofa, jaklin collapsed like a deflated balloon.","[('jaklin', 'a deflated balloon', 'collapsed')]","as suddenly as she 'd jumped up from the sofa , jaklin collapsed .",4,4,3,5,4,4,5,4,3,1,1,1,1,1,1,1,1,1,1,0.777508310803292,0,0,0.9999690588713964,0.5421316415062913
"as suddenly as she 'd jumped up from the sofa, jaklin collapsed like a pricked balloon.","[('jaklin', 'a pricked balloon', 'collapsed')]","as suddenly as she 'd jumped up from the sofa , jaklin collapsed .",4,4,3,4,4,4,5,5,3,0.8149429900650818,0.803334050333405,1,1,1,1,1,1,1,1,0.4661171061692976,0,0,0.9996729510667256,1
In the other direction the Empire State Building loomed like a dark shadow.,"[('the Empire State Building', 'a dark shadow', 'loomed')]",In the other direction the Empire State Building loomed .,5,2,3,3,2,3,4,3,4,1,1,1,1,1,1,0.5,0.5,0.5,1,0.5330225590561983,0.5,0.5,0.7292847956159481,1
In the other direction the Empire State Building loomed like a huge black monster.,"[('the Empire State Building', 'a huge black monster', 'loomed')]",In the other direction the Empire State Building loomed .,5,3,4,4,3,4,5,4,4,0.3137462644605725,0.9212406980106578,0.6222222222222223,0.6190476190476187,0.6153846153846151,0.6111111111111104,0.5,0.5,0.5,0.6616161616161568,0.5576110281217819,0.5,0.5,0.1739864675949225,0.8367111160353689
In the other direction the Empire State Building loomed like a giant black monster.,"[('the Empire State Building', 'a giant black monster', 'loomed')]",In the other direction the Empire State Building loomed .,5,3,4,4,4,4,5,4,4,0.4008585232774868,0.995963482499572,0.6222222222222223,0.6190476190476187,0.6153846153846151,0.6111111111111104,0.5,0.5,0.5,0.6616161616161568,0,0.5,0.5,0.2272549348543309,0.6844982379893779
In the other direction the Empire State Building loomed like a huge black shadow.,"[('the Empire State Building', 'a huge black shadow', 'loomed')]",In the other direction the Empire State Building loomed .,5,2,4,4,3,4,4,4,4,0.676161271176734,0.7502198249662149,0.6222222222222223,0.6190476190476187,0.6153846153846151,0.6111111111111104,0.5,0.5,0.5,0.6616161616161568,1,0.5,0.5,1,0
In the other direction the Empire State Building loomed like a huge black monster of destruction.,"[('the Empire State Building', 'a huge black monster of destruction', 'loomed')]",In the other direction the Empire State Building loomed .,5,3,5,5,5,5,4,5,5,0,0,0,0,0,0,0.5,0.5,0.5,0,0.0253108447237281,0.5,0.5,0,0.8867756277832977
"As the older woman, with tear, dimmed eyes, watched the two bind themselves together for the long journey, she murmured like a child to herself, She's such a woman!","[('she', 'a child', 'murmured')]","As the older woman , with tear , dimmed eyes , watched the two bind themselves together for the long journey , she murmured to herself , She 's such a woman !",3,1,2,4,3,2,4,2,2,0.8816980005295865,0.8455447546618926,1,0.4782608695652171,0.3034825870646761,0.400881057268722,0,0,0,0.9795648787914178,0.6836786622135863,1,1,0.9955601541676624,0
"As the older woman, with tear, dimmed eyes, watched the two bind themselves together for the long journey, she murmured to herself like a child, She's such a woman!","[('she', 'a child', 'murmured')]","As the older woman , with tear , dimmed eyes , watched the two bind themselves together for the long journey , she murmured to herself , She 's such a woman !",3,1,2,4,3,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0075209255362316
"As the older woman, with tear, dimmed eyes, watched like a child the two bind themselves together for the long journey, she murmured to herself, She's such a woman!","[('the older woman', 'a child', 'watched')]","As the older woman , with tear , dimmed eyes , watched the two bind themselves together for the long journey , she murmured to herself , She 's such a woman !",3,1,2,3,3,2,3,2,2,0.5106522927148065,0.3367141610072943,1,0.4782608695652171,0.3034825870646761,0.2511013215859031,0,0,0,0.9795648787914178,0.681930920632797,0,0,0,1
"But worse, far worse than all, with his face cut, scratched, and covered with dry blood, his shirt front and waistcoat all jam, crouching back in the farthest corner, was the poor Signor, regularly trapped when he had fallen through the skylight ; for it was impossible for any one to have climbed up to the opening, through which the rain came like a deluge, and there was no other way of exit.","[('the opening', 'a deluge', 'came')]","But worse , far worse than all , with his face cut , scratched , and covered with dry blood , his shirt front and waistcoat all jam , crouching back in the farthest corner , was the poor Signor , regularly trapped when he had fallen through the skylight ; for it was impossible for any one to have climbed up to the opening , through which the rain came , and there was no other way of exit .",4,5,2,5,3,2,5,4,2,0.3409539779332639,0.5987783254192462,0.500000000000006,0.6666666666666693,0.6666666666666654,0.666666666666668,1,1,1,0.5003530844617823,0.7139489358824607,0.5,0.5,1,0.3607563850687623
"But worse, far worse than all, with his face cut, scratched, and covered with dry blood, his shirt front and waistcoat all jam, crouching back in the farthest corner, was the poor Signor, regularly trapped when he had fallen through the skylight ; for it was impossible for any one to have climbed up to the opening, through which the rain came like a curtain, and there was no other way of exit.","[('the opening', 'a curtain', 'came')]","But worse , far worse than all , with his face cut , scratched , and covered with dry blood , his shirt front and waistcoat all jam , crouching back in the farthest corner , was the poor Signor , regularly trapped when he had fallen through the skylight ; for it was impossible for any one to have climbed up to the opening , through which the rain came , and there was no other way of exit .",2,3,2,1,3,2,2,3,2,0.2736257989792082,0.5138246078018873,0.500000000000006,0.6666666666666693,0.6666666666666654,0.666666666666668,1,1,1,0.5003530844617823,0,0.5,0.5,0.2898126463700234,0.2030943025540275
"But worse, far worse than all, with his face cut, scratched, and covered with dry blood, his shirt front and waistcoat all jam, crouching back in the farthest corner, was the poor Signor, regularly trapped when he had fallen through the skylight ; for it was impossible for any one to have climbed up to the opening, through which the rain came like a shower, and there was no other way of exit.","[('the opening', 'a shower', 'came')]","But worse , far worse than all , with his face cut , scratched , and covered with dry blood , his shirt front and waistcoat all jam , crouching back in the farthest corner , was the poor Signor , regularly trapped when he had fallen through the skylight ; for it was impossible for any one to have climbed up to the opening , through which the rain came , and there was no other way of exit .",3,2,2,3,3,2,3,3,2,0.5874004382230789,0.4766409208390936,1,1,1,1,1,1,1,1,0.1775034088740294,0.5,0.5,0.7511709601873536,0
"Love in its might Bindeth like the light Unto the shadow of day, Flushing the clouds Whitened Red with the last dying ray.","[('Love in its might', 'the light', 'Bindeth')]","Love in its might Bindeth the light Unto the shadow of day , Flushing the clouds Whitened Red with the last dying ray .",1,1,2,1,2,2,3,2,2,0.1729526898646124,0.8676759461790469,1,0.7144899351788383,0.5596108488569171,0.4536681673851238,1,0.3333333333333339,0.5000000000000006,1,0,0.5,0.5,1,0.0182675947204948
"Love in its might Bindeth the light Unto the shadow of day, Flushing the clouds Whitened like a sea Red with the last dying ray.","[('Love in its might', 'a sea Red', 'Whitened')]","Love in its might Bindeth the light Unto the shadow of day , Flushing the clouds Whitened Red with the last dying ray .",1,1,3,1,2,2,2,4,3,1,0.9093091359854658,0.5151147926036476,1,1,1,1,1,1,0.2325402424164812,1,0.5,0.5,0.1926930603466007,0.9295709577056144
"One among them was a singularly handsome youth, with raven hair, and eyes which flashed like lightning ; his pointed dark moustache was provokingly becoming, and his figure as supple as a young leopard's, but he was certainly the most unreasonable of the party he gave no rest to man or beast, and was the bane of every honest soul with whom he came in contact.","[('raven hair', 'lightning', 'flashed')]","One among them was a singularly handsome youth , with raven hair , and eyes which flashed ; his pointed dark moustache was provokingly becoming , and his figure as supple as a young leopard 's , but he was certainly the most unreasonable of the party he gave no rest to man or beast , and was the bane of every honest soul with whom he came in contact .",3,1,1,2,3,2,3,1,2,1,1,1,1,1,1,1,1,1,1,0.888520278138027,0.0038069143182865,0.0084033613445378,0.7397062016064838,0.035792
"One among them was a singularly handsome youth, with raven hair, and eyes which flashed like fire ; his pointed dark moustache was provokingly becoming, and his figure as supple as a young leopard's, but he was certainly the most unreasonable of the party he gave no rest to man or beast, and was the bane of every honest soul with whom he came in contact.","[('raven hair', 'fire', 'flashed')]","One among them was a singularly handsome youth , with raven hair , and eyes which flashed ; his pointed dark moustache was provokingly becoming , and his figure as supple as a young leopard 's , but he was certainly the most unreasonable of the party he gave no rest to man or beast , and was the bane of every honest soul with whom he came in contact .",3,1,1,4,3,2,4,1,2,0.7791443476873049,0.8618199003603568,0.8264840182648396,0.7395833333333327,0.6873239436619714,0.6207792207792202,0.6666666666666675,0.6000000000000006,0.6666666666666673,0.6966818559352023,1,0,0,0.8282437224111731,0.6508608
"One among them was a singularly handsome youth, with raven hair, and eyes which flashed like stars ; his pointed dark moustache was provokingly becoming, and his figure as supple as a young leopard's, but he was certainly the most unreasonable of the party he gave no rest to man or beast, and was the bane of every honest soul with whom he came in contact.","[('eyes', 'stars', 'flashed')]","One among them was a singularly handsome youth , with raven hair , and eyes which flashed ; his pointed dark moustache was provokingly becoming , and his figure as supple as a young leopard 's , but he was certainly the most unreasonable of the party he gave no rest to man or beast , and was the bane of every honest soul with whom he came in contact .",5,1,1,4,3,2,5,1,2,0.7460141710972127,0.8122225941752161,0.8264840182648396,0.7395833333333327,0.6873239436619714,0.6207792207792202,0.6666666666666675,0.6000000000000006,0.6666666666666673,0.6966818559352023,0.8604670632798639,1,1,1,1
"One among them was a singularly handsome youth, with raven hair, and eyes which flashed like the fires of a furnace ; his pointed dark moustache was provokingly becoming, and his figure as supple as a young leopard's, but he was certainly the most unreasonable of the party he gave no rest to man or beast, and was the bane of every honest soul with whom he came in contact.","[('raven hair', 'the fires of a furnace', 'flashed')]","One among them was a singularly handsome youth , with raven hair , and eyes which flashed ; his pointed dark moustache was provokingly becoming , and his figure as supple as a young leopard 's , but he was certainly the most unreasonable of the party he gave no rest to man or beast , and was the bane of every honest soul with whom he came in contact .",5,3,5,5,4,4,4,4,4,0.458439317313543,0.5690427899100092,0.1774891774891761,0.2598684210526322,0.3093333333333327,0.2825552825552827,0.6666666666666675,0.6000000000000006,0.6666666666666673,0.5761223658541688,0.9187637375127796,0,0,0,0
"One among them was a singularly handsome youth, with raven hair, and eyes which flashed like the fires of a furnace ; his pointed dark moustache was provokingly becoming, and his figure as supple as a young leopard's, but he was certainly the most unreasonable of the party he gave no rest to man or beast, and was the bane of every honest soul with whom he cameIn contact.","[('raven hair', 'the fires of a furnace', 'flashed')]","One among them was a singularly handsome youth , with raven hair , and eyes which flashed ; his pointed dark moustache was provokingly becoming , and his figure as supple as a young leopard 's , but he was certainly the most unreasonable of the party he gave no rest to man or beast , and was the bane of every honest soul with whom he came in contact .",5,3,5,5,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757264
"But directly the hood was removed, the huge ungainly bird ran mad under the railings, nearly breaking my leg, and glad was I to get off him.",[],"But directly the hood was removed , the huge ungainly bird ran mad under the railings , nearly breaking my leg , and glad was I to get off him .",1,2,1,1,1,1,1,1,1,1,1,0.4959569907451627,0.3351745729982578,0.2531174015888492,0.2033366783163027,0.5,0,0,0.5330008031507365,0.5055295531429189,0,0,0.8826085194378906,1
"But directly the hood was removed, the huge ungainly bird ran like crazy under the railings, nearly breaking my leg, and glad was I to get off him.","[('the huge ungainly bird', 'like crazy', 'ran')]","But directly the hood was removed , the huge ungainly bird ran mad under the railings , nearly breaking my leg , and glad was I to get off him .",3,2,2,4,3,2,3,2,1,0.77365364578649,0.8054520398398857,0.5037903211764094,0.3300072229708902,0.2418947558689902,0.1889544441943078,0.5,0,0,0.482944705555296,0.8580754058735917,0,0,0,0.2226800078477535
His hormones boiled and steamed like a volcano and yet he did not reach for the succulent young flesh there beside him.,"[('His hormones', 'a volcano', 'boiled')]",His hormones boiled and steamed and yet he did not reach for the succulent young flesh there beside him .,4,2,2,4,3,2,5,3,2,0.968106763175752,1,0,0.9748716068624506,0.9967616486637264,1,0,1,0,0.1005671496306101,1,0.5,0.5,0,1
His hormones boiled and steamed like a boiling cauldron and yet he did not reach for the succulent young flesh there beside him.,"[('His hormones', 'a boiling cauldron', 'boiled')]",His hormones boiled and steamed and yet he did not reach for the succulent young flesh there beside him .,5,5,3,3,4,3,4,5,3,0.545403137916144,0.3331424712908509,0.0814971981803212,1,1,0.9938301813753668,0,1,0,0,0.653103458793346,0.5,0.5,0.9813170405594144,0.0094501340600413
His hormones boiled and steamed like a cauldron of boiling water and yet he did not reach for the succulent young flesh there beside him.,"[('His hormones', 'a cauldron of boiling water', 'boiled')]",His hormones boiled and steamed and yet he did not reach for the succulent young flesh there beside him .,5,5,5,5,4,5,4,5,4,1,0.4585091773465766,1,0.9995415809198992,0.9795464589267486,0.9660524579652824,1,1,1,1,0.6931853899987417,0.5,0.5,0.9976936368105064,0.5329436068744231
His hormones boiled and steamed like a cauldron of boiling water and yet he did not reach for the succulent young flesh There beside him.,"[('His hormones', 'a cauldron of boiling water', 'boiled')]",His hormones boiled and steamed and yet he did not reach for the succulent young flesh there beside him .,5,5,5,5,4,5,4,5,4,1,0.4585091773465766,0.1407747745937272,0,0,0,0,0,0,1,0.6931853899987417,0.5,0.5,0.9976936368105064,0
"The coil whistled through the air, it fell right over the mate's shoulder, he clutched at it as the fore, topmast crosstrees, with the full force of the surge, struck him from behind, and he sank like a stone.","[('he', 'a stone', 'sank')]","The coil whistled through the air , it fell right over the mate 's shoulder , he clutched at it as the fore , topmast crosstrees , with the full force of the surge , struck him from behind , and he sank .",4,1,2,5,3,2,5,1,2,0,0.1007203437205513,1,1,1,1,1,1,1,1,0.9502420728417386,0.7871721028352421,0.8554216867469879,0,0.5423715812530363
"The coil whistled through the air, it fell right over the mate's shoulder, he clutched at it as the fore, topmast crosstrees, with the full force of the surge, struck him from behind, and he sank like lead.","[('he', 'lead', 'sank')]","The coil whistled through the air , it fell right over the mate 's shoulder , he clutched at it as the fore , topmast crosstrees , with the full force of the surge , struck him from behind , and he sank .",3,2,1,5,4,2,5,1,2,0.4984451914240032,0.3410532032135955,0.3155811356602089,0.236329597668109,0.2412115426798764,0.2460705021275985,0,0,0,0.0912998072284785,0,0.0275388823326549,0.0481927710843373,0.0850139606611079,1
"The coil whistled through the air, it fell right over the mate's shoulder, he clutched at it as the fore, topmast crosstrees, with the full force of the surge, struck him from behind, and he sank like an empty sack.","[('he', 'an empty sack', 'sank')]","The coil whistled through the air , it fell right over the mate 's shoulder , he clutched at it as the fore , topmast crosstrees , with the full force of the surge , struck him from behind , and he sank .",1,3,3,1,4,3,2,4,3,0.1641214806981321,0,0,0,0,0,0,0,0,0,0.5704728740549196,0.0060454271064902,0.0120481927710843,0.999133145914052,0
"The coil whistled through the air, it fell right over the mate's shoulder, he clutched at it as the fore, topmast crosstrees, with the full force of the surge, struck him from behind, and he sank like an empty barrel.","[('he', 'an empty barrel', 'sank')]","The coil whistled through the air , it fell right over the mate 's shoulder , he clutched at it as the fore , topmast crosstrees , with the full force of the surge , struck him from behind , and he sank .",1,3,3,1,4,3,2,4,3,0.1140696537455989,0.0023212850122719,0,0,0,0,0,0,0,0,0.2339815866067335,0,0,1,0.4888477895867247
"Yet she chattered like a magpie ; her conversation running on certain styles of dress, various purchases of silks, and satins, and other stuffs, which she had been buying, a budget of which, I afterward discovered, she had brought with her, in order to display to her daughter.","[('she', 'a magpie', 'chattered')]","Yet she chattered ; her conversation running on certain styles of dress , various purchases of silks , and satins , and other stuffs , which she had been buying , a budget of which , I afterward discovered , she had brought with her , in order to display to her daughter .",5,5,2,4,4,2,5,3,2,1,1,1,1,1,1,1,1,1,1,0.2508271104835781,1,1,0.6686979865771812,0.8685715666688149
